aam a dutch and german measure of liquids varying in different cities being at amsterdam about  wine gallons at antwerp   at hamburg
antlion	a neuropterous insect the larva of which makes in the sand a pitfall to capture ants etc the common american species is myrmeleon obsoletus the european is m formicarius
antonym	a word of opposite meaning a counterterm  used as a correlative of synonym
antrum	a cavern or cavity esp an anatomical cavity or sinus
anus	the posterior opening of the alimentary canal through which the excrements are expelled
anyone	one taken at random rather than by selection anybody commonly written as two words
aorta	the great artery which carries the blood from the heart to all parts of the body except the lungs the main trunk of the arterial system
apagoge	an indirect argument which proves a thing by showing the impossibility or absurdity of the contrary
aparejo	a kind of pack saddle used in the american military service and among the spanish americans it is made of leather stuffed with hay moss or the like
apastron	that point in the orbit of a double star where the smaller star is farthest from its primary
aperea	the wild guinea pig of brazil cavia aperea
apex	the tip top point or angular summit of anything as the apex of a mountain spire or cone the apex or tip of a leaf
aphanite	a very compact darkcolored ock consisting of hornblende or pyroxene and feldspar but neither of them in perceptible grains
apheliotropism	the habit of bending from the sunlight  said of certain plants
aphesis	the loss of a short unaccented vowel at the beginning of a word  the result of a phonetic process as squire for esquire
aphilanthropy	want of love to mankind  the opposite of philanthropy
aphorism	a comprehensive maxim or principle expressed in a few words a sharply defined sentence relating to abstract truth rather than to practical matters
aplomb	assurance of manner or of action selfpossession
apocrisiarius	a delegate or deputy especially the popes nuncio or legate at constantinople
apocynin	a bitter principle obtained from the dogbane apocynum cannabinum
apogeotropism	the apogeotropic tendency of some leaves and other parts
apologetics	that branch of theology which defends the holy scriptures and sets forth the evidence of their divine authority
apology	something said or written in defense or justification of what appears to others wrong or of what may be liable to disapprobation justification as tertullians apology for christianity
apomorphine	a crystalline alkaloid obtained from morphia it is a powerful emetic
apophasis	a figure by which a speaker formally declines to take notice of a favorable point but in such a manner as to produce the effect desired for example see mark antonys oration shak julius caesar iii
apophyllite	a mineral relating to the zeolites usually occurring in square prisms or octahedrons with pearly luster on the cleavage surface it is a hydrous silicate of calcium and potassium
apoplexy	sudden diminution or loss of consciousness sensation and voluntary motion usually caused by pressure on the brain
apostasy	an abandonment of what one has voluntarily professed a total desertion of departure from ones faith principles or party esp the renunciation of a religious faith as julians apostasy from christianity
aposteme	an abscess a swelling filled with purulent matter
